#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
JBH,20130510,10:37:30.156,ENTER,17.230,35,0,603.05,FK CP OB0 ,0,,6267643730648838928,A,,,,,150
JBH,20130510,10:37:30.156,TRADE,17.225,31,,533.975,CX Si,0,6267643730648836036,6267643730648838928,,,,,345,150
JBH,20130510,10:37:30.156,DELETE,,,,,,0,,6267643730648838928,A,,,,,150
JBH,20130510,10:37:30.161,ENTER,17.230,4,0,68.92,,0,,6267643730648838930,A,,,,,150
JBH,20130510,10:37:30.165,AMEND,17.250,4,,69,,0,,6267643730648838930,A,10:37:30,17.230,4,,150
JBH,20130510,10:37:30.199,ENTER,17.230,24,0,413.52,,0,,6267643730648838935,A,,,,,110
JBH,20130510,10:37:30.500,ENTER,17.250,120,0,2070,CP OB0 ,0,6267643730648838976,,B,,,,345,
JBH,20130510,10:37:31.338,DELETE,,,,,,0,6267643730648838854,,B,,,,157,
JBH,20130510,10:37:31.409,ENTER,17.210,56,0,963.76,,0,6267643730648839105,,B,,,,157,
JBH,20130510,10:37:33.368,DELETE,,,,,,0,6267643730648835106,,B,,,,299,
JBH,20130510,10:37:33.370,AMEND,17.130,127,,2175.51,,0,6267643730648602433,,B,10:09:23,17.150,127,361,
JBH,20130510,10:37:33.380,ENTER,17.210,44,0,757.24,,0,6267643730648839227,,B,,,,299,
JBH,20130510,10:37:33.768,DELETE,,,,,,0,,6267643730648826281,A,,,,,217
JBH,20130510,10:37:33.769,ENTER,17.220,57,0,981.54,FK CP OB0 ,0,,6267643730648839256,A,,,,,217
JBH,20130510,10:37:33.769,TRADE,17.225,57,,981.825,CX Si,0,6267643730648838976,6267643730648839256,,,,,345,217
JBH,20130510,10:37:33.771,ENTER,17.230,207,0,3566.61,,0,,6267643730648839262,A,,,,,217
JBH,20130510,10:37:33.773,ENTER,17.230,190,0,3273.7,,0,,6267643730648839265,A,,,,,210
JBH,20130510,10:37:33.924,AMEND,17.250,40,,690,,0,,6267643730648834748,A,10:37:03,17.250,47,,217
JBH,20130510,10:37:37.084,DELETE,,,,,,0,6267643730648834746,,B,,,,299,
JBH,20130510,10:37:37.097,ENTER,17.210,101,0,1738.21,,0,6267643730648839555,,B,,,,299,
JBH,20130510,10:37:37.522,DELETE,,,,,,0,6267643730648839105,,B,,,,157,
JBH,20130510,10:37:37.573,ENTER,17.200,44,0,756.8,,0,6267643730648839604,,B,,,,157,
JBH,20130510,10:37:38.944,DELETE,,,,,,0,6267643730648838976,,B,,,,345,
JBH,20130510,10:37:39.470,AMEND,17.220,238,,4098.36,,0,,6267643730648838585,A,10:37:27,17.230,238,,406
JBH,20130510,10:37:39.470,TRADE,17.220,50,,861,Si,0,6267643730648836447,6267643730648838585,,,,,299,406
JBH,20130510,10:37:39.470,TRADE,17.220,7,,120.54,Si,0,6267643730648838727,6267643730648838585,,,,,299,406
JBH,20130510,10:37:39.472,AMEND,17.280,127,,2194.56,,0,,6267643730648602636,A,10:09:24,17.300,127,,361
JBH,20130510,10:37:39.472,DELETE,,,,,,0,,6267643730648839265,A,,,,,210
JBH,20130510,10:37:39.496,AMEND,17.220,82,,1412.04,,0,,6267643730648832945,A,10:36:49,17.230,82,,203
JBH,20130510,10:37:39.499,AMEND,17.220,138,,2376.36,,0,,6267643730648827505,A,10:36:23,17.230,138,,203
JBH,20130510,10:37:39.600,DELETE,,,,,,0,6267643730648820052,,B,,,,299,
JBH,20130510,10:37:39.601,DELETE,,,,,,0,6267643730648838516,,B,,,,299,
JBH,20130510,10:37:39.612,ENTER,17.200,50,0,860,,0,6267643730648839854,,B,,,,299,
JBH,20130510,10:37:39.615,ENTER,17.200,42,0,722.4,,0,6267643730648839856,,B,,,,299,
JBH,20130510,10:37:39.734,ENTER,17.210,95,0,1634.95,,0,6267643730648839872,,B,,,,299,
JBH,20130510,10:37:39.958,DELETE,,,,,,0,6267643730648838566,,B,,,,210,
JBH,20130510,10:37:40.083,ENTER,17.200,200,0,3440,,0,6267643730648839911,,B,,,,210,
JBH,20130510,10:37:40.526,ENTER,17.210,7,0,120.47,,0,6267643730648839984,,B,,,,299,
JBH,20130510,10:37:41.235,DELETE,,,,,,0,6267643730648839604,,B,,,,157,
JBH,20130510,10:37:41.269,DELETE,,,,,,0,,6267643730648834748,A,,,,,217
JBH,20130510,10:37:41.273,ENTER,17.210,8,0,137.68,OB0 ,0,,6267643730648840086,A,,,,,217
JBH,20130510,10:37:41.273,TRADE,17.210,8,,137.68,Si,0,6267643730648818986,6267643730648840086,,,,,203,217
JBH,20130510,10:37:41.273,ENTER,17.220,40,0,688.8,,0,,6267643730648840087,A,,,,,217
JBH,20130510,10:37:41.886,ENTER,17.190,56,0,962.64,,0,6267643730648840155,,B,,,,157,
JBH,20130510,10:37:42.346,DELETE,,,,,,0,6267643730648840155,,B,,,,157,
JBH,20130510,10:37:42.422,ENTER,17.200,44,0,756.8,,0,6267643730648840212,,B,,,,157,
JBH,20130510,10:37:43.412,DELETE,,,,,,0,6267643730648840212,,B,,,,157,
JBH,20130510,10:37:43.464,ENTER,17.190,56,0,962.64,,0,6267643730648840303,,B,,,,157,
JBH,20130510,10:37:44.476,DELETE,,,,,,0,6267643730648840303,,B,,,,157,
JBH,20130510,10:37:44.538,ENTER,17.200,44,0,756.8,,0,6267643730648840392,,B,,,,157,
JBH,20130510,10:37:45.317,ENTER,17.220,385,0,6629.7,OB0 ,0,6267643730648840603,,B,,,,150,
JBH,20130510,10:37:45.317,TRADE,17.220,181,,3116.82,Bi,0,6267643730648840603,6267643730648838585,,,,,150,406
JBH,20130510,10:37:45.317,TRADE,17.220,82,,1412.04,Bi,0,6267643730648840603,6267643730648832945,,,,,150,203
JBH,20130510,10:37:45.317,TRADE,17.220,122,,2100.84,Bi,0,6267643730648840603,6267643730648827505,,,,,150,203
JBH,20130510,10:37:45.333,AMEND,17.300,127,,2197.1,,0,,6267643730648602636,A,10:09:24,17.280,127,,361
JBH,20130510,10:37:45.687,AMEND,17.220,95,,1635.9,,0,6267643730648839872,,B,10:37:39,17.210,95,299,
JBH,20130510,10:37:45.687,TRADE,17.220,16,,275.52,Bi,0,6267643730648839872,6267643730648827505,,,,,299,203
JBH,20130510,10:37:45.687,TRADE,17.220,40,,688.8,Bi,0,6267643730648839872,6267643730648840087,,,,,299,217
JBH,20130510,10:37:45.687,ENTER,17.220,16,0,275.52,,0,6267643730648840773,,B,,,,203,
JBH,20130510,10:37:45.688,AMEND,17.150,127,,2178.05,,0,6267643730648602433,,B,10:09:23,17.130,127,361,
JBH,20130510,10:37:45.705,AMEND,17.310,127,,2198.37,,0,,6267643730648602156,A,10:09:22,17.290,127,,361
JBH,20130510,10:37:45.902,ENTER,17.160,137,0,2350.92,,0,6267643730648840839,,B,,,,150,
JBH,20130510,10:37:46.070,DELETE,,,,,,0,6267643730648840392,,B,,,,157,
JBH,20130510,10:37:46.131,ENTER,17.210,56,0,963.76,,0,6267643730648840900,,B,,,,157,
JBH,20130510,10:37:47.051,AMEND,17.220,7,,120.54,,0,6267643730648839984,,B,10:37:40,17.210,7,299,
JBH,20130510,10:37:48.780,ENTER,17.220,62,0,1067.64,OB0 ,0,,6267643730648841347,A,,,,,217
JBH,20130510,10:37:48.780,TRADE,17.220,39,,671.58,Si,0,6267643730648839872,6267643730648841347,,,,,299,217
JBH,20130510,10:37:48.780,TRADE,17.220,16,,275.52,Si,0,6267643730648840773,6267643730648841347,,,,,203,217
JBH,20130510,10:37:48.780,TRADE,17.220,7,,120.54,Si,0,6267643730648839984,6267643730648841347,,,,,299,217
JBH,20130510,10:37:48.802,AMEND,17.210,137,,2357.77,,0,6267643730648840839,,B,10:37:45,17.160,137,150,
JBH,20130510,10:37:49.043,DELETE,,,,,,0,6267643730648840900,,B,,,,157,
JBH,20130510,10:37:49.123,ENTER,17.200,44,0,756.8,,0,6267643730648841415,,B,,,,157,
JBH,20130510,10:37:49.138,DELETE,,,,,,0,6267643730648839555,,B,,,,299,
JBH,20130510,10:37:49.139,AMEND,17.290,127,,2195.83,,0,,6267643730648602156,A,10:09:22,17.310,127,,361
JBH,20130510,10:37:49.150,ENTER,17.190,101,0,1736.19,,0,6267643730648841420,,B,,,,299,
JBH,20130510,10:37:49.286,ENTER,17.210,100,0,1721,,0,6267643730648841430,,B,,,,210,
JBH,20130510,10:37:49.402,ENTER,17.210,100,0,1721,,0,6267643730648841467,,B,,,,210,
JBH,20130510,10:37:49.456,AMEND,17.310,127,,2198.37,,0,,6267643730648602156,A,10:09:22,17.290,127,,361
JBH,20130510,10:37:49.862,ENTER,17.210,8,0,137.68,,0,6267643730648841643,,B,,,,299,
JBH,20130510,10:37:56.282,ENTER,17.210,9,0,154.89,OB0 ,0,,6267643730648842580,A,,,,,217
JBH,20130510,10:37:56.282,TRADE,17.210,9,,154.89,Si,0,6267643730648818986,6267643730648842580,,,,,203,217
JBH,20130510,10:37:56.431,ENTER,17.230,51,0,878.73,,0,,6267643730648842602,A,,,,,217
JBH,20130510,10:38:03.476,DELETE,,,,,,0,6267643730648839227,,B,,,,299,
JBH,20130510,10:38:03.477,DELETE,,,,,,0,6267643730648822992,,B,,,,299,
JBH,20130510,10:38:03.489,ENTER,17.190,51,0,876.69,,0,6267643730648843556,,B,,,,299,
JBH,20130510,10:38:03.508,ENTER,17.180,44,0,755.92,,0,6267643730648843557,,B,,,,299,
JBH,20130510,10:38:03.784,ENTER,17.210,4,0,68.84,OB0 ,0,,6267643730648843634,A,,,,,217
JBH,20130510,10:38:03.784,TRADE,17.210,4,,68.84,Si,0,6267643730648818986,6267643730648843634,,,,,203,217
JBH,20130510,10:38:06.585,DELETE,,,,,,0,6267643730648841415,,B,,,,157,
JBH,20130510,10:38:06.661,ENTER,17.190,56,0,962.64,,0,6267643730648844017,,B,,,,157,
JBH,20130510,10:38:07.773,DELETE,,,,,,0,6267643730648844017,,B,,,,157,
JBH,20130510,10:38:07.823,ENTER,17.200,44,0,756.8,,0,6267643730648844247,,B,,,,157,
JBH,20130510,10:38:08.888,DELETE,,,,,,0,6267643730648844247,,B,,,,157,
JBH,20130510,10:38:08.939,ENTER,17.190,56,0,962.64,,0,6267643730648844554,,B,,,,157,
JBH,20130510,10:38:13.986,DELETE,,,,,,0,6267643730648844554,,B,,,,157,
JBH,20130510,10:38:14.034,ENTER,17.200,44,0,756.8,,0,6267643730648845323,,B,,,,157,
JBH,20130510,10:38:18.665,ENTER,17.220,28,0,482.16,CP OB0 ,0,,6267643730648846064,A,,,,,217
JBH,20130510,10:38:25.417,ENTER,17.210,79,0,1359.59,,0,6267643730648846976,,B,,,,157,
JBH,20130510,10:38:41.294,ENTER,17.210,6,0,103.26,OB0 ,0,,6267643730648848678,A,,,,,217
JBH,20130510,10:38:41.294,TRADE,17.210,6,,103.26,Si,0,6267643730648818986,6267643730648848678,,,,,203,217
JBH,20130510,10:38:48.583,DELETE,,,,,,0,6267643730648845323,,B,,,,157,
JBH,20130510,10:38:48.660,ENTER,17.190,56,0,962.64,,0,6267643730648849394,,B,,,,157,
JBH,20130510,10:38:48.792,DELETE,,,,,,0,,6267643730648846064,A,,,,,217
JBH,20130510,10:38:48.796,ENTER,17.210,2,0,34.42,OB0 ,0,,6267643730648849413,A,,,,,217
JBH,20130510,10:38:48.796,TRADE,17.210,2,,34.42,Si,0,6267643730648818986,6267643730648849413,,,,,203,217
JBH,20130510,10:38:49.650,DELETE,,,,,,0,6267643730648849394,,B,,,,157,
JBH,20130510,10:38:49.727,ENTER,17.200,44,0,756.8,,0,6267643730648849519,,B,,,,157,
JBH,20130510,10:38:56.299,AMEND,17.250,34,,586.5,,0,,6267643730648834012,A,10:36:56,17.250,48,,217
JBH,20130510,10:38:56.302,ENTER,17.210,29,0,499.09,OB0 ,0,,6267643730648850553,A,,,,,217
JBH,20130510,10:38:56.302,TRADE,17.210,29,,499.09,Si,0,6267643730648840839,6267643730648850553,,,,,150,217
JBH,20130510,10:39:01.795,ENTER,17.210,14,0,240.94,OB0 ,0,,6267643730648851145,A,,,,,217
JBH,20130510,10:39:01.795,TRADE,17.210,14,,240.94,Si,0,6267643730648840839,6267643730648851145,,,,,150,217
JBH,20130510,10:39:01.930,DELETE,,,,,,0,6267643730648846976,,B,,,,157,
JBH,20130510,10:39:01.932,AMEND,17.290,127,,2195.83,,0,,6267643730648602156,A,10:09:22,17.310,127,,361
JBH,20130510,10:39:03.798,AMEND,17.250,17,,293.25,,0,,6267643730648834012,A,10:36:56,17.250,34,,217
JBH,20130510,10:39:05.283,ENTER,17.210,200,0,3442,,0,6267643730648851411,,B,,,,157,
JBH,20130510,10:39:05.329,DELETE,,,,,,0,6267643730648839911,,B,,,,210,
JBH,20130510,10:39:05.373,DELETE,,,,,,0,6267643730648841430,,B,,,,210,
JBH,20130510,10:39:05.374,DELETE,,,,,,0,6267643730648841467,,B,,,,210,
JBH,20130510,10:39:05.428,ENTER,17.210,79,0,1359.59,,0,6267643730648851423,,B,,,,157,
JBH,20130510,10:39:05.496,ENTER,17.200,200,0,3440,,0,6267643730648851450,,B,,,,157,
JBH,20130510,10:39:08.709,AMEND,17.310,127,,2198.37,,0,,6267643730648602156,A,10:09:22,17.290,127,,361
JBH,20130510,10:39:11.302,ENTER,17.210,27,0,464.67,OB0 ,0,,6267643730648852392,A,,,,,217
JBH,20130510,10:39:11.302,TRADE,17.210,27,,464.67,Si,0,6267643730648840839,6267643730648852392,,,,,150,217
JBH,20130510,10:39:11.608,ENTER,17.210,93,0,1600.53,,0,6267643730648852407,,B,,,,299,
JBH,20130510,10:39:18.803,AMEND,17.250,3,,51.75,,0,,6267643730648834012,A,10:36:56,17.250,17,,217
JBH,20130510,10:39:18.805,ENTER,17.210,7,0,120.47,OB0 ,0,,6267643730648854198,A,,,,,217
JBH,20130510,10:39:18.805,TRADE,17.210,7,,120.47,Si,0,6267643730648840839,6267643730648854198,,,,,150,217
JBH,20130510,10:39:22.411,ENTER,17.210,9,0,154.89,,0,6267643730648854731,,B,,,,157,
JBH,20130510,10:39:26.302,DELETE,,,,,,0,,6267643730648834012,A,,,,,217
JBH,20130510,10:39:26.303,AMEND,17.230,41,,706.43,,0,,6267643730648842602,A,10:37:56,17.230,51,,217
JBH,20130510,10:39:26.306,ENTER,17.210,16,0,275.36,OB0 ,0,,6267643730648855279,A,,,,,217
JBH,20130510,10:39:26.306,TRADE,17.210,16,,275.36,Si,0,6267643730648840839,6267643730648855279,,,,,150,217
JBH,20130510,10:39:33.485,ENTER,17.210,250,0,4302.5,OB0 ,0,,6267643730648856009,A,,,,,677
JBH,20130510,10:39:33.485,TRADE,17.210,44,,757.24,Si,0,6267643730648840839,6267643730648856009,,,,,150,677
JBH,20130510,10:39:33.485,TRADE,17.210,8,,137.68,Si,0,6267643730648841643,6267643730648856009,,,,,299,677
JBH,20130510,10:39:33.485,TRADE,17.210,198,,3407.58,Si,0,6267643730648851411,6267643730648856009,,,,,157,677
JBH,20130510,10:39:33.655,DELETE,,,,,,0,6267643730648823198,,B,,,,157,
JBH,20130510,10:39:33.656,AMEND,17.290,127,,2195.83,,0,,6267643730648602156,A,10:09:22,17.310,127,,361
JBH,20130510,10:39:33.804,AMEND,17.230,27,,465.21,,0,,6267643730648842602,A,10:37:56,17.230,41,,217
JBH,20130510,10:39:33.807,ENTER,17.210,17,0,292.57,OB0 ,0,,6267643730648856037,A,,,,,217
JBH,20130510,10:39:33.807,TRADE,17.210,2,,34.42,Si,0,6267643730648851411,6267643730648856037,,,,,157,217
JBH,20130510,10:39:33.807,TRADE,17.210,15,,258.15,Si,0,6267643730648851423,6267643730648856037,,,,,157,217
JBH,20130510,10:39:33.964,DELETE,,,,,,0,6267643730648851423,,B,,,,157,
JBH,20130510,10:39:33.966,ENTER,17.230,150,0,2584.5,,0,,6267643730648856050,A,,,,,210
JBH,20130510,10:39:33.967,AMEND,17.130,127,,2175.51,,0,6267643730648602433,,B,10:09:23,17.150,127,361,
JBH,20130510,10:39:34.150,DELETE,,,,,,0,6267643730648826426,,B,,,,157,
JBH,20130510,10:39:34.152,AMEND,17.220,150,,2583,,0,,6267643730648856050,A,10:39:33,17.230,150,,210
JBH,20130510,10:39:34.498,ENTER,17.210,10,0,172.1,,0,6267643730648856084,,B,,,,299,
JBH,20130510,10:39:34.676,ENTER,17.170,1045,0,17942.65,,0,6267643730648856098,,B,,,,157,
JBH,20130510,10:39:34.680,DELETE,,,,,,0,,6267643730648856050,A,,,,,210
JBH,20130510,10:39:34.819,ENTER,17.210,64,0,1101.44,,0,6267643730648856108,,B,,,,157,
JBH,20130510,10:39:35.398,ENTER,17.210,20,0,344.2,,0,6267643730648856157,,B,,,,203,
JBH,20130510,10:39:35.577,ENTER,17.140,1927,0,33028.78,,0,6267643730648856161,,B,,,,157,
JBH,20130510,10:39:36.301,DELETE,,,,,,0,6267643730648856157,,B,,,,203,
JBH,20130510,10:39:37.293,ENTER,17.210,25,0,430.25,,0,6267643730648856211,,B,,,,203,
JBH,20130510,10:39:38.403,DELETE,,,,,,0,6267643730648849519,,B,,,,157,
JBH,20130510,10:39:38.455,ENTER,17.190,56,0,962.64,,0,6267643730648856287,,B,,,,157,
JBH,20130510,10:39:41.305,AMEND,17.230,13,,223.99,,0,,6267643730648842602,A,10:37:56,17.230,27,,217
JBH,20130510,10:39:41.309,ENTER,17.210,77,0,1325.17,OB0 ,0,,6267643730648856596,A,,,,,217
JBH,20130510,10:39:41.309,TRADE,17.210,77,,1325.17,Si,0,6267643730648852407,6267643730648856596,,,,,299,217
JBH,20130510,10:39:41.709,DELETE,,,,,,0,,6267643730648832994,A,,,,,299
JBH,20130510,10:39:44.519,ENTER,17.220,18,0,309.96,,0,,6267643730648856872,A,,,,,299
JBH,20130510,10:39:45.432,ENTER,17.220,19,0,327.18,FK OB0 ,0,6267643730648856985,,B,,,,203,
JBH,20130510,10:39:45.432,TRADE,17.220,18,,309.96,Bi,0,6267643730648856985,6267643730648856872,,,,,203,299
JBH,20130510,10:39:45.432,DELETE,,,,,,0,6267643730648856985,,B,,,,203,
JBH,20130510,10:39:47.556,DELETE,,,,,,0,6267643730648856287,,B,,,,157,
JBH,20130510,10:39:47.621,ENTER,17.200,44,0,756.8,,0,6267643730648857187,,B,,,,157,
JBH,20130510,10:39:48.806,DELETE,,,,,,0,,6267643730648842602,A,,,,,217
JBH,20130510,10:39:48.807,AMEND,17.150,127,,2178.05,,0,6267643730648602433,,B,10:09:23,17.130,127,361,
JBH,20130510,10:39:48.810,ENTER,17.210,37,0,636.77,OB0 ,0,,6267643730648857273,A,,,,,217
JBH,20130510,10:39:48.810,TRADE,17.210,16,,275.36,Si,0,6267643730648852407,6267643730648857273,,,,,299,217
JBH,20130510,10:39:48.810,TRADE,17.210,9,,154.89,Si,0,6267643730648854731,6267643730648857273,,,,,157,217
JBH,20130510,10:39:48.810,TRADE,17.210,10,,172.1,Si,0,6267643730648856084,6267643730648857273,,,,,299,217
JBH,20130510,10:39:48.810,TRADE,17.210,2,,34.42,Si,0,6267643730648856108,6267643730648857273,,,,,157,217
JBH,20130510,10:39:49.335,ENTER,17.210,7,0,120.47,,0,6267643730648857327,,B,,,,299,
JBH,20130510,10:39:49.670,DELETE,,,,,,0,6267643730648857187,,B,,,,157,
JBH,20130510,10:39:49.722,ENTER,17.190,56,0,962.64,,0,6267643730648857388,,B,,,,157,
JBH,20130510,10:39:50.785,DELETE,,,,,,0,6267643730648857388,,B,,,,157,
JBH,20130510,10:39:50.855,ENTER,17.200,44,0,756.8,,0,6267643730648857485,,B,,,,157,
JBH,20130510,10:39:55.118,DELETE,,,,,,0,6267643730648857485,,B,,,,157,
JBH,20130510,10:39:55.186,ENTER,17.190,56,0,962.64,,0,6267643730648857976,,B,,,,157,
JBH,20130510,10:39:56.311,AMEND,17.230,193,,3325.39,,0,,6267643730648839262,A,10:37:33,17.230,207,,217
JBH,20130510,10:39:56.314,ENTER,17.210,23,0,395.83,OB0 ,0,,6267643730648858097,A,,,,,217
JBH,20130510,10:39:56.314,TRADE,17.210,23,,395.83,Si,0,6267643730648856108,6267643730648858097,,,,,157,217
JBH,20130510,10:39:58.544,DELETE,,,,,,0,6267643730648857976,,B,,,,157,
JBH,20130510,10:39:58.600,ENTER,17.200,44,0,756.8,,0,6267643730648858321,,B,,,,157,
JBH,20130510,10:40:01.382,ENTER,17.210,14,0,240.94,OB0 ,0,,6267643730648858511,A,,,,,217
JBH,20130510,10:40:01.382,TRADE,17.210,14,,240.94,Si,0,6267643730648856108,6267643730648858511,,,,,157,217
JBH,20130510,10:40:01.555,DELETE,,,,,,0,6267643730648858321,,B,,,,157,
JBH,20130510,10:40:01.658,ENTER,17.190,56,0,962.64,,0,6267643730648858537,,B,,,,157,
JBH,20130510,10:40:03.374,DELETE,,,,,,0,6267643730648858537,,B,,,,157,
JBH,20130510,10:40:03.425,ENTER,17.200,44,0,756.8,,0,6267643730648858630,,B,,,,157,
JBH,20130510,10:40:03.813,AMEND,17.230,184,,3170.32,,0,,6267643730648839262,A,10:37:33,17.230,193,,217
JBH,20130510,10:40:03.816,ENTER,17.210,9,0,154.89,OB0 ,0,,6267643730648858682,A,,,,,217
JBH,20130510,10:40:03.816,TRADE,17.210,9,,154.89,Si,0,6267643730648856108,6267643730648858682,,,,,157,217
JBH,20130510,10:40:04.200,ENTER,17.230,25,0,430.75,,0,,6267643730648858704,A,,,,,110
JBH,20130510,10:40:04.332,DELETE,,,,,,0,6267643730648856108,,B,,,,157,
JBH,20130510,10:40:04.334,AMEND,17.130,127,,2175.51,,0,6267643730648602433,,B,10:09:23,17.150,127,361,
JBH,20130510,10:40:04.501,ENTER,17.210,16,0,275.36,,0,6267643730648858719,,B,,,,157,
JBH,20130510,10:40:11.171,DELETE,,,,,,0,6267643730648858630,,B,,,,157,
JBH,20130510,10:40:11.233,ENTER,17.190,56,0,962.64,,0,6267643730648859214,,B,,,,157,
JBH,20130510,10:40:11.316,ENTER,17.210,9,0,154.89,OB0 ,0,,6267643730648859229,A,,,,,217
JBH,20130510,10:40:11.316,TRADE,17.210,9,,154.89,Si,0,6267643730648856211,6267643730648859229,,,,,203,217
JBH,20130510,10:40:12.233,DELETE,,,,,,0,6267643730648859214,,B,,,,157,
JBH,20130510,10:40:12.309,ENTER,17.200,44,0,756.8,,0,6267643730648859404,,B,,,,157,
JBH,20130510,10:40:13.827,DELETE,,,,,,0,,6267643730648836811,A,,,,,140
JBH,20130510,10:40:13.832,ENTER,17.280,500,0,8640,,0,,6267643730648859562,A,,,,,140
JBH,20130510,10:40:13.834,ENTER,17.230,160,0,2756.8,,0,,6267643730648859563,A,,,,,210
JBH,20130510,10:40:14.709,DELETE,,,,,,0,6267643730648856211,,B,,,,203,
JBH,20130510,10:40:17.458,AMEND,17.280,127,,2194.56,,0,,6267643730648602636,A,10:09:24,17.300,127,,361
JBH,20130510,10:40:18.816,AMEND,17.230,180,,3101.4,,0,,6267643730648839262,A,10:37:33,17.230,184,,217
JBH,20130510,10:40:18.821,ENTER,17.210,4,0,68.84,OB0 ,0,,6267643730648860174,A,,,,,217
JBH,20130510,10:40:18.821,TRADE,17.210,4,,68.84,Si,0,6267643730648857327,6267643730648860174,,,,,299,217
JBH,20130510,10:40:19.350,DELETE,,,,,,0,6267643730648858719,,B,,,,157,
JBH,20130510,10:40:26.324,ENTER,17.210,3,0,51.63,OB0 ,0,,6267643730648860912,A,,,,,217
JBH,20130510,10:40:26.324,TRADE,17.210,3,,51.63,Si,0,6267643730648857327,6267643730648860912,,,,,299,217
JBH,20130510,10:40:26.439,DELETE,,,,,,0,6267643730648859404,,B,,,,157,
JBH,20130510,10:40:26.484,AMEND,17.230,179,,3084.17,,0,,6267643730648839262,A,10:37:33,17.230,180,,217
JBH,20130510,10:40:26.502,ENTER,17.180,56,0,962.08,,0,6267643730648860941,,B,,,,157,
JBH,20130510,10:40:26.803,DELETE,,,,,,0,6267643730648851450,,B,,,,157,
JBH,20130510,10:40:27.262,ENTER,17.190,60,0,1031.4,,0,6267643730648860977,,B,,,,157,
JBH,20130510,10:40:27.350,ENTER,17.200,10,0,172,,0,6267643730648860995,,B,,,,299,
JBH,20130510,10:40:27.562,DELETE,,,,,,0,6267643730648860941,,B,,,,157,
JBH,20130510,10:40:27.582,ENTER,17.200,22,0,378.4,,0,6267643730648861015,,B,,,,203,
JBH,20130510,10:40:27.645,ENTER,17.190,44,0,756.36,,0,6267643730648861026,,B,,,,157,
JBH,20130510,10:40:33.822,AMEND,17.230,169,,2911.87,,0,,6267643730648839262,A,10:37:33,17.230,179,,217
JBH,20130510,10:40:33.826,ENTER,17.200,1,0,17.2,OB0 ,0,,6267643730648861587,A,,,,,217
JBH,20130510,10:40:33.826,TRADE,17.200,1,,17.2,Si,0,6267643730648839854,6267643730648861587,,,,,299,217
JBH,20130510,10:40:33.954,DELETE,,,,,,0,6267643730648839854,,B,,,,299,
JBH,20130510,10:40:33.956,DELETE,,,,,,0,6267643730648839856,,B,,,,299,
JBH,20130510,10:40:33.966,ENTER,17.190,49,0,842.31,,0,6267643730648861596,,B,,,,299,
JBH,20130510,10:40:33.967,ENTER,17.180,42,0,721.56,,0,6267643730648861597,,B,,,,299,
JBH,20130510,10:40:35.750,DELETE,,,,,,0,6267643730648861015,,B,,,,203,
JBH,20130510,10:40:36.096,ENTER,16.960,700,0,11872,,0,6267643730648861734,,B,,,,150,
JBH,20130510,10:40:39.105,ENTER,17.200,10,0,172,OB0 ,0,,6267643730648862105,A,,,,,217
JBH,20130510,10:40:39.105,TRADE,17.200,10,,172,Si,0,6267643730648860995,6267643730648862105,,,,,299,217
JBH,20130510,10:40:39.388,DELETE,,,,,,0,6267643730648861026,,B,,,,157,
JBH,20130510,10:40:39.460,ENTER,17.180,56,0,962.08,,0,6267643730648862142,,B,,,,157,
JBH,20130510,10:40:39.519,ENTER,17.200,79,0,1358.8,,0,6267643730648862147,,B,,,,157,
JBH,20130510,10:40:39.559,DELETE,,,,,,0,6267643730648860977,,B,,,,157,
JBH,20130510,10:40:39.648,DELETE,,,,,,0,6267643730648862147,,B,,,,157,
JBH,20130510,10:40:39.823,ENTER,17.190,90,0,1547.1,,0,6267643730648862242,,B,,,,157,
JBH,20130510,10:40:39.974,ENTER,17.200,60,0,1032,,0,6267643730648862277,,B,,,,157,
JBH,20130510,10:40:40.006,ENTER,17.190,9,0,154.71,,0,6267643730648862287,,B,,,,299,
JBH,20130510,10:40:40.481,DELETE,,,,,,0,6267643730648862142,,B,,,,157,
JBH,20130510,10:40:40.562,ENTER,17.190,44,0,756.36,,0,6267643730648862360,,B,,,,157,
JBH,20130510,10:40:40.813,AMEND,17.200,9,,154.8,,0,6267643730648862287,,B,10:40:40,17.190,9,299,
JBH,20130510,10:40:41.324,AMEND,17.230,163,,2808.49,,0,,6267643730648839262,A,10:37:33,17.230,169,,217
JBH,20130510,10:40:41.327,ENTER,17.200,3,0,51.6,OB0 ,0,,6267643730648862443,A,,,,,217
JBH,20130510,10:40:41.327,TRADE,17.200,3,,51.6,Si,0,6267643730648862277,6267643730648862443,,,,,157,217
JBH,20130510,10:40:41.577,DELETE,,,,,,0,6267643730648862277,,B,,,,157,
JBH,20130510,10:40:41.582,ENTER,17.180,90,0,1546.2,,0,6267643730648862466,,B,,,,157,
JBH,20130510,10:40:41.783,ENTER,17.200,60,0,1032,,0,6267643730648862483,,B,,,,157,
JBH,20130510,10:40:42.013,DELETE,,,,,,0,6267643730648862466,,B,,,,157,
JBH,20130510,10:40:42.037,ENTER,17.200,16,0,275.2,,0,6267643730648862491,,B,,,,366,
